Retailer,Region,State_name,City,Product,Sales Method,Retailer_code,Region_code,State_code,City_code,Product_code,Sales Method_code,Price per Unit,Units Sold,Total_Sales,Operating Profit,Operating Margin,State
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,Online,4,2,23,24,4,1,50,475,237500,95000,0.4,AR
Walmart,South,Mississippi,Jackson,Men's Apparel,Online,4,2,23,24,0,1,60,500,300000,105000,0.35,AR
Walmart,South,Mississippi,Jackson,Women's Apparel,Online,4,2,23,24,3,1,65,675,438750,219375,0.5,AR
Walmart,South,Mississippi,Jackson,Men's Street Footwear,Online,4,2,23,24,2,1,60,825,495000,198000,0.4,AR
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,Online,4,2,23,24,1,1,55,600,330000,115500,0.35,CA
Walmart,South,Mississippi,Jackson,Women's Street Footwear,Online,4,2,23,24,5,1,50,525,262500,105000,0.4,MT
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,Online,4,2,23,24,4,1,40,475,190000,76000,0.4,ID
Walmart,South,Mississippi,Jackson,Men's Apparel,Online,4,2,23,24,0,1,50,450,225000,78750,0.35,ID
Walmart,South,Mississippi,Jackson,Women's Apparel,Online,4,2,23,24,3,1,55,625,343750,171875,0.5,ID
Walmart,South,Mississippi,Jackson,Men's Street Footwear,Online,4,2,23,24,2,1,50,725,362500,145000,0.4,ID
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,Online,4,2,23,24,1,1,45,525,236250,82687.5,0.35,ID
Walmart,South,Mississippi,Jackson,Women's Street Footwear,Online,4,2,23,24,5,1,20,425,85000,34000,0.4,ID
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,Online,4,2,23,24,4,1,20,400,80000,32000,0.4,MS
Walmart,South,Mississippi,Jackson,Men's Apparel,Online,4,2,23,24,0,1,30,400,120000,42000,0.35,MS
Walmart,South,Mississippi,Jackson,Women's Apparel,Online,4,2,23,24,3,1,35,500,175000,87500,0.5,MS
Walmart,South,Mississippi,Jackson,Men's Street Footwear,Online,4,2,23,24,2,1,35,675,236250,94500,0.4,MS
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,Online,4,2,23,24,1,1,25,500,125000,43750,0.35,MS
Walmart,South,Mississippi,Jackson,Women's Street Footwear,Online,4,2,23,24,5,1,25,375,93750,37500,0.4,MS
Walmart,South,Mississippi,Jackson,Women's Athletic Footwear,Online,4,2,23,24,4,1,25,350,87500,35000,0.4,AR
Walmart,South,Mississippi,Jackson,Men's Apparel,Online,4,2,23,24,0,1,35,350,122500,42875,0.35,AR
Sports Direct,South,Mississippi,Jackson,Women's Apparel,Online,3,2,23,24,3,1,35,475,166250,83125,0.5,AR
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,Online,3,2,23,24,2,1,30,625,187500,75000,0.4,AR
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,Online,3,2,23,24,1,1,20,450,90000,31500,0.35,AR
Sports Direct,South,Mississippi,Jackson,Women's Street Footwear,Online,3,2,23,24,5,1,30,395,118500,47400,0.4,AR
Sports Direct,South,Mississippi,Jackson,Women's Athletic Footwear,Online,3,2,23,24,4,1,60,450,270000,108000,0.4,CA
Sports Direct,South,Mississippi,Jackson,Men's Apparel,Online,3,2,23,24,0,1,75,425,318750,111562.5,0.35,ID
Sports Direct,South,Mississippi,Jackson,Women's Apparel,Online,3,2,23,24,3,1,75,525,393750,196875,0.5,ID
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,Online,3,2,23,24,2,1,70,775,542500,217000,0.4,ID
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,Online,3,2,23,24,1,1,60,575,345000,120750,0.35,ID
Sports Direct,South,Mississippi,Jackson,Women's Street Footwear,Online,3,2,23,24,5,1,60,525,315000,126000,0.4,ID
Sports Direct,South,Mississippi,Jackson,Women's Athletic Footwear,Online,3,2,23,24,4,1,60,475,285000,114000,0.4,ID
Sports Direct,South,Mississippi,Jackson,Men's Apparel,Online,3,2,23,24,0,1,70,475,332500,116375,0.35,MS
Sports Direct,South,Mississippi,Jackson,Women's Apparel,Online,3,2,23,24,3,1,75,575,431250,215625,0.5,MS
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,Online,3,2,23,24,2,1,25,650,162500,65000,0.4,MS
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,Online,3,2,23,24,1,1,25,450,112500,39375,0.35,MS
Sports Direct,South,Mississippi,Jackson,Women's Street Footwear,Online,3,2,23,24,5,1,15,450,67500,27000,0.4,MS
Sports Direct,South,Mississippi,Jackson,Women's Athletic Footwear,Online,3,2,23,24,4,1,20,300,60000,24000,0.4,MS
Sports Direct,South,Mississippi,Jackson,Men's Apparel,Online,3,2,23,24,0,1,35,350,122500,42875,0.35,AR
Sports Direct,South,Mississippi,Jackson,Women's Apparel,Online,3,2,23,24,3,1,25,450,112500,45000,0.4,AR
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,Online,3,2,23,24,2,1,25,700,175000,70000,0.4,AR
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,Online,3,2,23,24,1,1,25,350,87500,30625,0.35,AR
Sports Direct,South,Mississippi,Jackson,Women's Street Footwear,Online,3,2,23,24,5,1,15,400,60000,24000,0.4,AR
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,20,250,50000,20000,0.4,AR
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,35,325,113750,39812.5,0.35,CA
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,20,425,85000,34000,0.4,MT
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,20,645,129000,51600,0.4,AK
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,20,325,65000,22750,0.35,WY
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,10,350,35000,14000,0.4,WY
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,20,200,40000,16000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,35,250,87500,30625,0.35,WY
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,25,350,87500,35000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,25,600,150000,60000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,25,300,75000,26250,0.35,UT
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,15,300,45000,18000,0.4,UT
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,20,225,45000,18000,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,40,250,100000,35000,0.35,UT
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,30,400,120000,48000,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,40,670,268000,107200,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,40,375,150000,52500,0.35,WV
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,35,350,122500,49000,0.4,WV
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,35,300,105000,42000,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,45,325,146250,51187.5,0.35,WV
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,45,425,191250,76500,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,40,675,270000,108000,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,35,425,148750,52062.5,0.35,NH
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,40,400,160000,64000,0.4,NH
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,40,375,150000,60000,0.4,NH
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,55,375,206250,72187.5,0.35,NH
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,60,550,330000,132000,0.4,NH
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,55,775,426250,170500,0.4,NH
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,50,525,262500,91875,0.35,CA
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,45,450,202500,81000,0.4,MT
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,45,400,180000,72000,0.4,AK
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,60,425,255000,89250,0.35,WY
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,65,600,390000,156000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,60,750,450000,180000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,55,525,288750,101062.5,0.35,WY
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,50,450,225000,90000,0.4,WY
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,40,400,160000,64000,0.4,WY
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,50,375,187500,65625,0.35,UT
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,55,550,302500,121000,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,50,650,325000,130000,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,40,450,180000,63000,0.35,UT
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,15,350,52500,21000,0.4,UT
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,15,325,48750,19500,0.4,UT
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,25,325,81250,28437.5,0.35,WV
Walmart,South,Arkansas,Little Rock,Women's Apparel,Online,4,2,3,27,3,1,30,425,127500,51000,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,Online,4,2,3,27,2,1,30,600,180000,72000,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,4,2,3,27,1,1,20,425,85000,29750,0.35,WV
Walmart,South,Arkansas,Little Rock,Women's Street Footwear,Online,4,2,3,27,5,1,20,300,60000,24000,0.4,WV
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,4,2,3,27,4,1,20,275,55000,22000,0.4,WV
Walmart,South,Arkansas,Little Rock,Men's Apparel,Online,4,2,3,27,0,1,30,275,82500,28875,0.35,NH
West Gear,South,Arkansas,Little Rock,Women's Apparel,Online,5,2,3,27,3,1,30,400,120000,48000,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,Online,5,2,3,27,2,1,25,550,137500,55000,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,5,2,3,27,1,1,15,375,56250,19687.5,0.35,NH
West Gear,South,Arkansas,Little Rock,Women's Street Footwear,Online,5,2,3,27,5,1,25,320,80000,32000,0.4,NH
West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,5,2,3,27,4,1,55,375,206250,82500,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Apparel,Online,5,2,3,27,0,1,75,350,262500,91875,0.35,CA
West Gear,South,Arkansas,Little Rock,Women's Apparel,Online,5,2,3,27,3,1,75,450,337500,135000,0.4,UT
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,Online,5,2,3,27,2,1,70,700,490000,196000,0.4,UT
West Gear,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,5,2,3,27,1,1,60,500,300000,105000,0.35,UT
West Gear,South,Arkansas,Little Rock,Women's Street Footwear,Online,5,2,3,27,5,1,60,450,270000,108000,0.4,UT
West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,5,2,3,27,4,1,60,400,240000,96000,0.4,UT
West Gear,South,Arkansas,Little Rock,Men's Apparel,Online,5,2,3,27,0,1,70,400,280000,98000,0.35,UT
West Gear,South,Arkansas,Little Rock,Women's Apparel,Online,5,2,3,27,3,1,75,500,375000,150000,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,Online,5,2,3,27,2,1,25,575,143750,57500,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,5,2,3,27,1,1,25,375,93750,32812.5,0.35,NH
West Gear,South,Arkansas,Little Rock,Women's Street Footwear,Online,5,2,3,27,5,1,15,375,56250,22500,0.4,NH
West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,Online,5,2,3,27,4,1,20,225,45000,18000,0.4,NH
West Gear,South,Arkansas,Little Rock,Men's Apparel,Online,5,2,3,27,0,1,35,275,96250,33687.5,0.35,NH
West Gear,South,Arkansas,Little Rock,Women's Apparel,Online,5,2,3,27,3,1,25,375,93750,37500,0.4,CA
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,Online,5,2,3,27,2,1,25,625,156250,62500,0.4,MT
West Gear,South,Arkansas,Little Rock,Men's Athletic Footwear,Online,5,2,3,27,1,1,25,275,68750,24062.5,0.35,CA
West Gear,South,Arkansas,Little Rock,Women's Street Footwear,Online,5,2,3,27,5,1,15,325,48750,19500,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,20,175,35000,14000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,35,250,87500,30625,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,20,350,70000,28000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,20,570,114000,45600,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,20,250,50000,17500,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,10,275,27500,11000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,20,125,25000,10000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,35,175,61250,21437.5,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,25,275,68750,27500,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,25,525,131250,52500,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,25,225,56250,19687.5,0.35,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,15,225,33750,13500,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,20,150,30000,12000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,40,175,70000,24500,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,30,325,97500,39000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,40,595,238000,95200,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,40,300,120000,42000,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,35,275,96250,38500,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,35,225,78750,31500,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,45,250,112500,39375,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,45,350,157500,63000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,40,600,240000,96000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,35,350,122500,42875,0.35,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,40,325,130000,52000,0.4,AZ
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,40,300,120000,48000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,55,300,165000,57750,0.35,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,60,475,285000,114000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,55,700,385000,154000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,50,450,225000,78750,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,45,375,168750,67500,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,45,325,146250,58500,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,60,350,210000,73500,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,65,525,341250,136500,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,60,675,405000,162000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,55,450,247500,86625,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,50,375,187500,75000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,40,325,130000,52000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,50,300,150000,52500,0.35,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,55,475,261250,104500,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,50,575,287500,115000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,40,375,150000,52500,0.35,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,15,275,41250,16500,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,15,250,37500,15000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,25,250,62500,21875,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Apparel,Online,5,2,35,37,3,1,30,350,105000,42000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,5,2,35,37,2,1,30,525,157500,63000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,5,2,35,37,1,1,20,350,70000,24500,0.35,CA
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,5,2,35,37,5,1,20,225,45000,18000,0.4,MT
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,5,2,35,37,4,1,20,200,40000,16000,0.4,CA
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,Online,5,2,35,37,0,1,30,200,60000,21000,0.35,CA
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,Online,2,2,35,37,3,1,30,325,97500,39000,0.4,MT
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,2,2,35,37,2,1,25,475,118750,47500,0.4,CA
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,2,2,35,37,1,1,15,300,45000,15750,0.35,MT
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,2,2,35,37,5,1,25,245,61250,24500,0.4,CA
Kohl's,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,2,2,35,37,4,1,55,300,165000,66000,0.4,CA
Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,Online,2,2,35,37,0,1,75,275,206250,72187.5,0.35,MT
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,Online,2,2,35,37,3,1,75,375,281250,112500,0.4,CA
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,2,2,35,37,2,1,70,625,437500,175000,0.4,MT
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,2,2,35,37,1,1,60,425,255000,89250,0.35,CA
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,2,2,35,37,5,1,60,375,225000,90000,0.4,CA
Kohl's,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,2,2,35,37,4,1,60,325,195000,78000,0.4,MT
Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,Online,2,2,35,37,0,1,70,325,227500,79625,0.35,IA
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,Online,2,2,35,37,3,1,75,425,318750,127500,0.4,IA
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,2,2,35,37,2,1,25,550,137500,48125,0.35,IA
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,2,2,35,37,1,1,25,350,87500,30625,0.35,WI
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,2,2,35,37,5,1,15,350,52500,18375,0.35,WI
Kohl's,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,Online,2,2,35,37,4,1,20,200,40000,14000,0.35,WI
Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,Online,2,2,35,37,0,1,35,250,87500,30625,0.35,CA
Kohl's,South,Oklahoma,Oklahoma City,Women's Apparel,Online,2,2,35,37,3,1,25,350,87500,30625,0.35,MT
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,Online,2,2,35,37,2,1,25,600,150000,52500,0.35,IA
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,Online,2,2,35,37,1,1,25,250,62500,21875,0.35,IA
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,Online,2,2,35,37,5,1,15,300,45000,15750,0.35,IA
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,20,150,30000,10500,0.35,WI
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,35,225,78750,27562.5,0.35,WI
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,20,325,65000,22750,0.35,WI
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,20,545,109000,38150,0.35,CA
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,20,225,45000,15750,0.35,CA
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,Online,2,0,15,50,5,1,10,250,25000,8750,0.35,MT
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,20,100,20000,7000,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,35,150,52500,18375,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,25,250,62500,21875,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,25,500,125000,43750,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,25,200,50000,17500,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,Online,2,0,15,50,5,1,15,200,30000,10500,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,20,125,25000,8750,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,40,150,60000,21000,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,30,300,90000,31500,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,40,570,228000,79800,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,40,275,110000,38500,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,Online,2,0,15,50,5,1,35,250,87500,30625,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,35,200,70000,24500,0.35,CA
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,45,225,101250,35437.5,0.35,MT
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,45,325,146250,51187.5,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,40,575,230000,80500,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,35,325,113750,39812.5,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,Online,2,0,15,50,5,1,40,300,120000,42000,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,40,275,110000,38500,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,55,275,151250,52937.5,0.35,ID
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,60,450,270000,94500,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,55,675,371250,129937.5,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,50,425,212500,74375,0.35,SC
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,Online,2,0,15,50,5,1,45,350,157500,55125,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,Online,2,0,15,50,4,1,45,300,135000,47250,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,Online,2,0,15,50,0,1,60,325,195000,68250,0.35,NC
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,Online,2,0,15,50,3,1,65,500,325000,113750,0.35,CA
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,Online,2,0,15,50,2,1,60,650,390000,136500,0.35,LA
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,Online,2,0,15,50,1,1,55,425,233750,81812.5,0.35,LA
